754,754,HNJiOOqghM8kOmxGdOtG45vVTjI-,16,326156,{150++32672++48629++68299++90956++105080++123037++142587++159991++176518++196945++215342++233337++252564++269776++304443}
934,934,ETBGGC7zxo1omq9yvtHV4AAZtlQ-,22,339982,{183++18918++34440++51115++64963++73143++94035++106248++108620++126363++134148++145630++164650++183855++199443++207363++218218++240380++242598++264550++275910++289573}
789,789,kKaPBDNflW6bGxFcp.ecAOkw3Rc-,13,357397,{150++58811++85138++140769++199993++221432++251452++264651++299261++321760++338906++342418++346479}
936,936,xIfVdZvePQAvs8vtcJ4uwwwjq.M-,6,106449,{150++16579++33131++54951++70950++88554}
774,774,0gC42JfRE9BtV_FxBNhyP9LevcA-,17,168370,{150++13477++17237++22017++37427++41505++52827++62852++67602++70232++90340++96370++108795++124917++134712++143862++156775}
806,806,VPV5tpjvuL5ouHeb1.zxMnILub0-,12,193222,{150++14132++31444++48438++64938++82998++100747++114261++128116++143043++156539++170836}
807,807,MRdpSEQY2WZ3IK0AI3mhlz6Ym5A-,10,237604,{150++34927++58316++77456++98983++135272++156899++188426++203416++219743}
2796,2796,rxbBW2B2Gag9vk6UG0jwo7Rtepg-,10,172394,{150++14766++30902++47172++63591++81222++102846++118087++145359++159803}
799,799,lar2B21he23y.jk0rBxdavfAp7k-,10,136168,{150++13407++25777++36474++49920++63320++78129++93737++105792++121244}
1411,1411,lR9ZZ7IqJWc_IWLjZrrMF4lr.LM-,11,203425,{150++27950++48875++67090++85390++100100++119175++137762++154650++174012++186562}
842,842,Hbhcf3t7Yaui315I.n77jVpvIGM-,3,51380,{150++20182++42117}
1413,1413,a02lxStSCfKB2Rv12PCfuEebQZQ-,13,182325,{150++18225++24200++40688++52413++71963++80600++92350++108725++114038++125775++147600++167075}
324427,324479,AssqTedKZvYc4ThA6OZepLONj44-,3,342329,{150++156931++219005}
3634,3634,f7yolyVmUR8rMxE_OPp15rqmuVg-,12,230741,{150++23157++41664++60730++77472++100007++117735++146442++160866++178868++195900++216352}
6042,6043,VzBZBaD0DuQkBERTIjpsvty.PkE-,18,352461,{150++17470++38440++60661++86253++109774++123493++143088++165546++185838++203221++219257++237929++258865++270829++292120++312209++326287}
954,954,28mXkrDcSgQzlXkKRD4wGLFo91k-,10,141817,{150++5755++24322++42826++52632++68589++83760++98635++112401++119465}
968,968,3XYA_feMHgRjJpakgBdmpOxsft8-,9,254743,{150++34418++58405++75652++109530++145143++185716++224223++242543}
971,971,uTwUUAnOR4smtEUpN87vDj4aFXk-,12,214442,{150++16899++32685++53080++73424++92304++106935++124891++142045++161789++179393++196695}
1046,1046,UTpD_LseuKvolhJf3plrxh1GqFo-,5,188703,{150++78450++93901++106652++152553}
999,999,MKh.NTgnO94tafJItiJrgY8Wz9Y-,7,266185,{150++59481++98485++153417++188176++209820++240236}
3635,3635,L1U2a6TUuYVtJKsbXM1uW9Csv2U-,10,178846,{150++5853++35812++58125++68133++92608++95140++127599++145519++174450}
1013,1013,aTTEhLLAYCyjJwv2l4OuhmGxVNU-,19,352335,{150++21890++39952++57844++75570++91315++111167++126880++147881++170845++196137++217178++234557++254915++275239++292501++301675++314517++334985}
1942,1942,L3H26zlXdlNY_xsZgAlSVYf_K2c-,13,269142,{150++14440++30548++46525++63374++76661++99562++116874++143476++166676++197252++213667++236738}
1049,1049,NMhEYChNiCr.XJeKJfRmaq0Nq_0-,5,274949,{150++96900++166275++190950++223275}
1051,1051,SVV65uYKbEsgIw2qKifvgRoiF.0-,5,186124,{150++52477++91907++127839++168079}
1028,1028,luE07MSjIMVfH6X_OqHmAFXRlro-,17,308882,{150++10897++28103++48516++63892++85023++105653++123764++142095++160985++184438++199101++214013++233438++252112++266670++287616}
1036,1036,5dsl7B1bhEEzkAm1hWKJ.cT42jU-,16,293633,{150++16617++36567++58092++79242++97729++119929++132938++152707++171307++191483++205133++224608++242908++257865++272009}
1283,1283,UC3BFKKM36u7SBKRk2SEz0nQ8Fo-,10,159229,{150++13513++31362++46958++64954++78485++95063++110251++126303++140962}
1066,1066,6IbP1VnRjhICRqAJLz2ApLGtQ4k-,9,245096,{150++44106++71618++107012++126102++153072++177622++202756++225368}
3479,3479,WbqbffloqO.E5B_Q4KHjEiNsww0-,14,280979,{150++11673++29654++53803++72623++96382++117412++144466++161000++186048++199615++224673++253227++271164}
1223,1223,7SsB3qubWvzZ7VYl3bDPWB3sOJQ-,17,236283,{150++9273++27727++47396++66992++71395++85296++98010++115947++131868++149452++165796++179566++184261++195443++208382++220735}
1102,1102,LSwiYaC6qnrGl1WdovjU2gXejYI-,11,162665,{150++17995++30821++45728++61488++79416++92815++110907++117127++134296++145749}
1108,1108,ExpLNw5hu3HzI3.pIUCMnI.wJ14-,11,168795,{182++16045++34582++56850++76007++88920++104310++117132++130337++142622++157607}
1118,1118,MXRMnJXD6cAJCjVyY3JeAp8revM-,11,201308,{150++23545++56973++65195++80665++100388++123458++144348++158260++173380++183885}
1158,1158,2VAVrNiJSeBaGdAtxlb5Xjgydik-,14,222997,{150++16055++30150++43542++68207++82867++95582++105812++126432++146770++158325++178125++189095++194422}
1159,1159,GwUEaocMguW.Tar3h8knVbIbr20-,8,157408,{150++20038++44458++63041++83965++103319++123950++140123}
1160,1160,NaUsazWbZ6vqAZSctQiH_egLtFU-,3,60219,{150++20216++42141}
1128,1128,FpYa5ScpsNvt79W2Lw.PvBJnshY-,12,175050,{150++18765++30413++44565++60286++72436++87779++102293++118555++134539++148162++160043}
1167,1167,9crUpFNjBeeyBn7kgLHZiL0mzms-,10,138760,{150++13353++26843++46198++63226++76387++86254++100500++115787++128176}
1230,1230,lnkwAWf_6WUWSCSSaLafMsMrY2s-,11,158621,{150++17488++28780++43890++58085++75797++84354++98872++112288++127411++143074}
1294,1294,7J_yBhCYBKkTCjFVdkb_Jglz6pA-,9,220444,{150++23813++53899++78032++103089++126394++151335++177215++202546}
6043,6044,PAZeTjMJigFtuNrEceqbd5W6ZvU-,5,289435,{150++59989++143004++206749++257040}
1249,1249,BQEllgE.D9m8esUfsuIqmFTagGw-,7,180288,{150++20828++48459++68454++88118++137543++159038}
1727,1727,BdcocHgH1Uz8ePYVxWH3nKmIsZQ-,9,144622,{150++13217++30432++42804++58577++75310++94835++110914++128866}
1318,1318,nTPR_xF2SdB4Qai3y0NcPhHBlg4-,14,66090,{150++5322++6045++7757++11287++19400++24800++29655++37897++41707++47022++47842++53607++61277}
1321,1321,0L9jR3Cd6jHKzGfQmJiZj2QmAqY-,16,340247,{150++28804++42956++60925++87090++113060++130219++138583++155688++181626++221333++241789++254051++274654++297804++313164}
1345,1345,neVKG1GT59dEptKJhrYQ27B9j1c-,12,266865,{150++27050++49072++73365++100885++125443++148190++160923++189319++204159++222959++246705}
1418,1418,D98MqspEwhCvRkKp1oTY8xXEBgc-,9,274954,{150++31099++55520++85271++114183++138583++168729++201725++234007}
2914,2914,wWt6mB3bKi3R1bwtwhSDABrF5Cw-,5,303000,{150++105795++175920++231400++252530}
2915,2915,wTLvtXL4M.VwmqiHbsixS_xhDEE-,10,212250,{150++23528++47443++68658++86655++109865++133810++152735++171573++208740}
1378,1378,TQROuodVFYlDTVb3.sjgOg4Qeys-,12,178600,{150++13191++15006++27776++43475++57475++82117++99803++119564++137727++150541++172477}
1386,1386,89kLpyUuMST.xDKLPHgTfqqSpRM-,12,191685,{150++17255++37652++49770++66230++84340++97920++111647++127525++139662++150820++171277}
1389,1389,MKTCy3rwqiN2guj3UQUoag9zHjc-,10,114795,{150++11785++20225++31307++45150++59107++70385++80607++91215++105750}
1434,1434,rs8A8E_IDUM1Cng1saH0spj9tyU-,5,89596,{150++13347++28268++43746++58775}
1435,1435,d9EpALJcPomE1fStX4ETN7ZLToc-,13,332397,{150++23684++50771++88087++118031++143742++179158++206795++232932++253639++272542++298288++316795}
1605,1605,K2XSWL4vf4RWNm_74qL26on4E38-,6,113691,{150++11770++35073++52263++71307++84309}
1507,1507,sXI2qObZCXdw7muDxKVdYMHOBAY-,12,245335,{150++16535++32873++55271++76495++92631++120354++143181++157642++180075++203145++224736}
1537,1537,8ElaUa7KEjVHOHAYxK.r5VPZFcc-,10,210705,{150++15685++33187++59335++85810++95635++120002++144385++168895++189932}
1542,1542,VS4yH3tgWcUDpbQSFyHqMnIgQ_I-,13,254182,{150++22623++41504++59254++79382++102639++120462++142632++163754++179312++195397++212953++232360}
1552,1552,35axKLeLNgYsyAgX__onUu4tqbU-,2,26407,{150++18006}
1550,1550,L6T09CC8532F91wtA_taUrkARrA-,6,224726,{150++29049++67582++96185++136816++177564}
1560,1560,C.4tNYFflcFbuwi0QLxPNiWjwcA-,13,201804,{150++14615++27524++41968++59662++75393++89933++107214++124962++140689++156482++172043++189710}
1569,1569,CFAbS9kFpgixCcDk1aKkRAOVVKY-,20,306526,{150++12883++29433++44204++68048++83439++97858++111201++122719++143017++153267++170448++182436++195918++214064++228354++249335++262834++279583++291059}
1623,1623,.OJIoDdMZHZBN9xseJk0zA3B09Y-,10,180602,{150++20209++38126++59407++80667++100334++117576++134782++140223++163440}
6254,6255,cVN9pRA2aQiY6GZyVSQiBT2.wG0-,9,264779,{150++10157++23527++56435++86214++113063++156578++193286++232074}
1616,1616,MRUZNk.iquGwiozcGgL6bWUfS04-,8,140114,{150++14547++33080++49755++66326++83006++102989++125609}
1632,1632,l6d81ojua22Npp_8PdG61UH14jg-,17,304989,{150++8287++21684++40105++50525++56507++70692++87403++117739++131952++171808++188476++200127++206225++233320++244915++259340}
1660,1660,7luKn2EVdUDLYSWeCdZnHrtK0Eg-,17,336096,{150++40769++59709++87381++108983++121767++141182++164924++173286++193823++205780++222637++238131++258081++268328++287000++302622}
1703,1703,LHDH_3Ji1ehWkSZnAB4l3tScO3A-,16,323138,{150++22011++41149++55325++76323++89870++111925++134255++155721++186124++213979++236273++252960++274391++290090++307345}
1738,1738,9XgKk2xfbJ3sUy6DI2UdjKfzCoQ-,8,130782,{150++20305++32564++46377++64241++76030++94323++113304}
6045,6046,klwsUBz6lBU_m.JcbKZ7mZurtkM-,15,335745,{150++35610++53759++67422++81601++122546++143381++156295++204067++216964++230453++266035++287065++303184++318056}
6046,6047,m.WmBTdf6YalD22lUZoTFC48keo-,16,285422,{150++13048++31764++56486++72721++108263++133767++147251++158614++171488++200269++213926++232222++254464++267501++275526}
1949,1949,lDuteASKx1YTJjI.YvhwiW1XHeo-,5,101151,{150++17358++32407++55637++80261}
16011,16013,CMwmV3h691I9HgIEjIFRtQlI1Jk-,2,117070,{150++90133}
2085,2085,Q7jGqW.W5Fy9SqH_DloS_8FY7PY-,4,258654,{180++128457++190905++225238}
6383,6384,ez2AYpw18K9nlhoWU85aJ4QCbc0-,14,283009,{150++7087++34856++53581++76359++93522++123364++146278++153268++177930++195748++226412++248922++269802}
2133,2133,jj8ivLNMfDsDoxOBevJrWnLw52A-,14,194801,{150++11748++21171++31658++51861++67979++80364++92920++112531++126264++135542++144912++164511++180378}
2420,2420,g0HOFWwQsqA_AHVXGDpAAtrPjfg-,15,227613,{150++11764++25377++41039++56981++71228++86883++97991++114281++126298++139822++154801++170451++187791++213981}
2491,2491,IypDqIUtQRGDFhSmgS.aU6syIiA-,10,188105,{150++17122++33174++48625++75083++87696++105051++139111++154597++178309}
2500,2500,4gmj4IxR3Sksbj18J5QcFW6rbWs-,8,164016,{150++16313++36829++55892++95675++112871++123767++145369}
2566,2566,e8HUZZ.iasYnJUjFChy9fQsroJA-,13,191512,{150++11627++24150++39742++51512++68185++86807++97247++111930++124105++140967++155035++171070}
2616,2616,onyzayIjSueWo8FyAaoQauZIrq0-,22,187841,{150++7292++13481++20297++26119++30293++39178++46603++52145++63145++73420++80369++90053++104864++112980++121977++133775++146121++155385++161561++171978++179282}
2632,2632,unT4Yodg7ZbbSZvJUi0QsuRxOT8-,6,182789,{150++38177++69759++86301++118936++145868}
2946,2946,3Ix_lo_2lxuE8UOzviFFGhaQ7KE-,14,356925,{150++20544++47193++73903++104469++129684++164358++190135++211565++251838++265508++280216++303305++322754}
2956,2956,I6q3jWRnysbLJpi9FKxo6gFujxk-,20,342957,{182++17742++23757++31957++42795++72887++97477++127010++148637++164855++166787++180627++206755++216527++239847++250045++270807++292655++307560++322130}
22638,22641,ZElcvSfeLyc97U9miiLOvRd0a1E-,10,193970,{150++19609++36508++62337++90155++108240++121395++142182++161279++177451}
5442,5443,4wpBCBEzASDB9ITMfef6a9V1tNY-,13,300740,{150++32384++64301++87422++100896++119241++145417++177408++192532++219430++241500++263063++287550}
3784,3784,FG5WvR0N4FYQmuyJtDYicLQiXyk-,11,157950,{150++17090++26977++41767++57250++74915++87917++107230++118407++128192++143370}
3578,3578,4cMSTxmcrM8ybWs69nB3Bbqcjxw-,20,333429,{182++15707++33580++46407++60122++75012++87480++101970++116727++132372++149755++170337++186105++206280++227135++243770++262110++281540++299335++318117}
3623,3623,SyqW_MaaRhPeUWQeldls2FcDmqM-,15,182699,{150++13704++22850++32024++40439++53701++61558++72417++94541++103366++113313++132845++138653++146384++161241}
222925,222929,KyFghbEyEx27W3E4lMQNItwiiTM-,16,157991,{180++9337++16832++29265++40434++50221++64314++71852++79147++97209++102705++111408++119356++131379++138275++146369}
352750,352802,nCOpLfT2YXW40R31q_zJK8uvNKI-,22,351290,{150++15479++32073++49775++60561++77468++94000++111135++121694++134671++146509++158038++170023++181949++200342++216393++230813++259966++286753++309018++323123++337421}
5037,5038,BtmFoqsRhNV6Ez5i3qnvdmGH1qE-,12,298924,{150++25058++41948++62317++93213++106980++129721++160528++199453++216425++252499++278586}
317078,317130,mymdvDngiKrWU5U4ZYJg2gnD4oY-,14,189989,{150++11763++22076++33007++47279++62597++75042++89113++101646++113920++126717++139752++159676++176856}
5246,5247,vbwjtcF1dkT78l3gSNdPB2wIwHE-,12,305983,{150++25614++42630++60414++94030++130164++150366++170221++201547++227595++248606++282608}
219365,219368,hcIEnLwJCI8.sBTtRC.7SWi2q.4-,11,306695,{150++22276++49764++76612++90517++122269++158884++185085++211191++234696++262512}
219361,219364,RUI4D_rCRfDUSDrwnXCqBFv2ZfU-,15,276353,{150++18616++31369++50345++66751++89381++104605++123720++142790++161417++182509++200782++214959++233189++251914}
219363,219366,DIrEfD3Vzc7u.jnZxt1kaSkMouY-,14,232224,{150++19860++35637++54462++70476++84951++101253++120528++136681++154428++168437++183427++195167++211097}
219364,219367,NDBXUMeysfIwLg6nio_Pi.NDQkk-,5,305930,{150++68931++141082++184584++235037}
270069,270096,EjH592kQVGH9TdpesVn2vdeFMes-,12,207873,{150++18613++41163++58973++73540++80090++98804++108821++122862++149431++168384++192304}
296924,296976,xkdLmAkQgZ5NpaNA3cu8NkekyPk-,16,198759,{150++11580++23572++34144++44277++56667++70369++82531++93615++106215++117071++125040++137435++152082++171368++183222}
5212,5213,u5k6xlFoLCSVS6dKCj.U7hB2Qrs-,8,298195,{150++40022++78940++99502++131600++187110++230700++255402}
5643,5644,iaP1pI_EtkhnFWpaqAIHUih0q7Y-,12,329999,{150++38365++58399++79601++124136++153374++164623++187506++211936++242336++260522++271727}
6867,6868,miCIupvy5ton0DAmEcIVuNH1vgo-,5,84752,{150++13705++31956++52167++70995}
235038,235047,I3dFp1MLoSf8BUYWE8JCnv2Ty2U-,11,200057,{150++19098++36422++50995++74139++88349++104807++119166++134452++163023++183364}
7068,7069,m1_NaiddoWmwzCb4ZuSRHsy4BbQ-,10,192519,{150++17480++36708++56361++75498++96886++113959++131127++163902++175842}
219367,219370,.ANGjdpN8za8xTVJ_B9EAHbTwpQ-,9,277305,{150++24402++44140++75252++143230++166384++186005++251017++251332}
219307,219310,QQHWjUmiI5vLGOLac.VBtmd1xGY-,8,328314,{150++19705++77798++101371++158913++193056++235682++316869}
273261,273291,uS_dZeKgSXq_0jbZXK9rlQy47OM-,13,231117,{150++18737++41247++62632++81027++96042++118015++130540++140752++150130++172157++178625++197167}
7294,7295,tQWTf7Ml4rvyOAPCgVeTYnIJLgw-,10,345328,{150++29413++65413++98670++124322++164589++205989++243438++290378++321750}
225115,225119,fH4Qiggb3JfDIZfUc5ZMBqt0fq8-,3,59972,{150++20520++43117}
7636,7637,RA5ZKafPkz7DFHAh6ArNT3msANY-,15,226385,{150++16077++25957++38705++53942++67662++85905++102655++113705++129377++140540++153210++176790++189297++205205}
7816,7817,PxZs0yhNReiI0GGjfswFfDyxl4w-,15,176233,{150++9612++22747++40088++54892++65553++75210++88299++99714++111023++123010++132203++142075++155509++167650}
8068,8069,2SVa2SKLLwn84F8gvAbQVo1yxxo-,13,175840,{150++13805++27465++41135++54632++68272++81968++95629++109304++123034++136643++148619++162273}
8136,8137,HJ9g3nT7XPUEzwLEa5MFS1mate8-,50,287747,{150++1305++7737++11531++14310++19084++21954++28961++35184++39083++45236++48183++57885++67279++77744++84786++92787++95517++99269++102230++109370++113220++119240++123825++131693++135480++140884++147373++155073++158273++162004++168747++178856++187574++194130++198640++207348++220416++223944++226228++232544++237300++245175++249223++252641++258027++263965++275554++278203++281385}
8565,8566,Gx4hz3gmhsxs4KeDvPZ2U6sRk1A-,15,181882,{150++14027++22767++31290++43820++56932++67202++82585++94987++106835++119390++129375++141342++152735++170542}
9132,9133,rMT9Mfqlu_t87vk3jZXg6EDKJwQ-,16,331687,{150++17607++40987++62187++82102++105087++132752++156600++175077++201132++225085++232157++251367++274490++284540++316917}
13105,13106,OhgV2i1VNY2AJssKvX.cWJLMkbI-,20,350486,{150++17215++35186++48842++67015++86068++102245++119314++139061++155714++171583++190654++212152++231782++253088++271018++286676++307587++314104++328947}
219368,219371,92XdqGh60ap6qghF5nqtS5hDmmE-,13,336337,{182++26057++58792++75575++120517++173385++182292++185597++208480++220435++232962++255372++270372}
