471804,d8f2e242-d7d9-4e89-b04e-b899553e864a,Billy Childs,Childs+V+ Billy,\N,\N,\N,\N,\N,\N,1,\N,\N,60s US rockabilly artist,0,\N,f,\N,\N
647442,74224e85-9a9a-43b6-bc9b-d639e79f2adb,Erynn Marshall,Marshall+V+ Erynn,\N,\N,\N,\N,\N,\N,1,38,\N,Canadian fiddler,0,2012-03-22 22:28:01.951235+00,f,\N,\N
4409,9a654ead-bffc-4ddc-9e8f-79603fa33478,Sprung Monkey,Sprung Monkey,1995,\N,\N,\N,\N,\N,2,222,\N,,0,2015-05-16 23:38:33.483154+00,f,7295,\N
483694,61dd8cfe-9606-4833-9d0a-763db85e64d7,Chris Gray,Gray+V+ Chris,\N,\N,\N,\N,\N,\N,1,\N,\N,Straw Bear guitarist from Ely+V+ UK,0,\N,f,\N,\N
71942,2ae962f9-bb22-432b-97f0-e7225a803bde,Haystak,Haystak,1973,3,22,\N,\N,\N,1,222,1,,0,2021-01-31 21:00:55.702104+00,f,\N,\N
2144237,1a20256c-e3b3-40ef-a8fe-22cc5591c431,Jennifer Shaw,Shaw+V+ Jennifer,\N,\N,\N,\N,\N,\N,1,\N,2,cello,0,2021-03-29 22:44:59.463366+00,f,\N,\N
485559,766c793f-a5fa-42b0-a4fe-c34655738c24,Jesse James,James+V+ Jesse,\N,\N,\N,\N,\N,\N,1,\N,\N,IDM producer aka Decapod Claw,0,\N,f,\N,\N
493216,801ea7a8-6041-4d9d-9e5f-ccdf8406f019,Xpensive Dogs,Xpensive Dogs,\N,\N,\N,\N,\N,\N,2,\N,\N,,0,\N,f,\N,\N
1959641,f14b557b-a116-4aa0-b99d-f81874ffd0c1,Z,Z,\N,\N,\N,\N,\N,\N,\N,\N,\N,has song "Heyo",0,2020-04-08 23:07:51.44975+00,f,\N,\N
805975,33b0eff1-1f08-4f30-9342-b2a7dfa00d41,Andrew Chae,Chae+V+ Andrew,\N,\N,\N,\N,\N,\N,1,\N,1,,0,2011-05-23 12:57:49.860763+00,f,\N,\N
